Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions
firefox24,https://bugzilla.mozilla.org/show_bug.cgi?id=854897,CVE-2013-1719,Critical,"September 17, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",09/18/2013,CWE-119,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,22.0,23.0,<=23.0.1"
firefox24,https://bugzilla.mozilla.org/show_bug.cgi?id=851982,CVE-2013-1719,Critical,"September 17, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",09/18/2013,CWE-119,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,22.0,23.0,<=23.0.1"
firefox24,https://bugzilla.mozilla.org/show_bug.cgi?id=883450,CVE-2013-1719,Critical,"September 17, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",09/18/2013,CWE-119,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,22.0,23.0,<=23.0.1"
firefox24,https://bugzilla.mozilla.org/show_bug.cgi?id=909494,CVE-2013-1719,Critical,"September 17, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",09/18/2013,CWE-119,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,22.0,23.0,<=23.0.1"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=406541,CVE-2013-1717,High,"August  6, 2013","Security researcher <strong>Georgi Guninski</strong> reported an issue with
Java applets where in some circumstances the applet could access files on the
local system when loaded using the a <code>file:///</code> URI and violate file
origin policy due to interaction with the <code>codebase</code> parameter. This
affects applets running on the local file system. Mozilla developer <strong>John
Schoenick</strong> later discovered that fixes for this issue were inadequate
and allowed the invocation of Java applets to bypass security checks in
additional circumstances. This could lead to untrusted Java applets having
read-only access on the local files system if used in conjunction with a method
to download a file to a known or guessable path.",08/06/2013,CWE-264,5.4 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=738396,,High,"August  6, 2013","Security researcher <strong>Georgi Guninski</strong> reported an issue with
Java applets where in some circumstances the applet could access files on the
local system when loaded using the a <code>file:///</code> URI and violate file
origin policy due to interaction with the <code>codebase</code> parameter. This
affects applets running on the local file system. Mozilla developer <strong>John
Schoenick</strong> later discovered that fixes for this issue were inadequate
and allowed the invocation of Java applets to bypass security checks in
additional circumstances. This could lead to untrusted Java applets having
read-only access on the local files system if used in conjunction with a method
to download a file to a known or guessable path.",-,-,-,-
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=883165,CVE-2013-1715),High,"August  6, 2013","Security researcher <strong>Robert Kugler</strong> <a href=""http://www.mozilla.org/security/announce/2012/mfsa2012-98.html"">reported
in 2012</a> that when a specifically named DLL file on a Windows computer is
placed in the default downloads directory with the Firefox installer, the
Firefox installer will load this DLL file when it is launched. Mozilla
developers <strong>Brian Bondy</strong> and <strong>Robert Strong</strong> then
discovered that the stub installer was vulnerable to this same issue with a
number of DLL files and there were additionally vulnerable named DLL files with
the full installer. In circumstances where an installer is run by an
administrator privileged account, this allows for a downloaded DLL file to be
run with those administrator privileges.",-,-,-,-
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=811557,<a ,High,"August  6, 2013","Security researcher <strong>Robert Kugler</strong> <a href=""http://www.mozilla.org/security/announce/2012/mfsa2012-98.html"">reported
in 2012</a> that when a specifically named DLL file on a Windows computer is
placed in the default downloads directory with the Firefox installer, the
Firefox installer will load this DLL file when it is launched. Mozilla
developers <strong>Brian Bondy</strong> and <strong>Robert Strong</strong> then
discovered that the stub installer was vulnerable to this same issue with a
number of DLL files and there were additionally vulnerable named DLL files with
the full installer. In circumstances where an installer is run by an
administrator privileged account, this allows for a downloaded DLL file to be
run with those administrator privileges.",-,-,-,-
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=883322,"
",High,"August  6, 2013","Security researcher <strong>Robert Kugler</strong> <a href=""http://www.mozilla.org/security/announce/2012/mfsa2012-98.html"">reported
in 2012</a> that when a specifically named DLL file on a Windows computer is
placed in the default downloads directory with the Firefox installer, the
Firefox installer will load this DLL file when it is launched. Mozilla
developers <strong>Brian Bondy</strong> and <strong>Robert Strong</strong> then
discovered that the stub installer was vulnerable to this same issue with a
number of DLL files and there were additionally vulnerable named DLL files with
the full installer. In circumstances where an installer is run by an
administrator privileged account, this allows for a downloaded DLL file to be
run with those administrator privileges.",-,-,-,-
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=879787,CVE-2013-1714,High,"August  6, 2013","Mozilla community member <strong>Federico Lanusse</strong> reported a
mechanism where a web worker can violate same-origin policy and bypass
cross-origin checks through XMLHttpRequest. This could allow for cross-site
scripting (XSS) attacks by web workers.
",08/06/2013,CWE-264,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=887098,CVE-2013-1713,High,"August  6, 2013","Security researcher <strong>Cody Crews</strong> reported that some Javascript
components will perform checks against the wrong uniform resource identifier
(URI) before performing security sensitive actions. This will return an
incorrect location for the originator of the call. This could be used to bypass
same-origin policy, allowing for cross-site scripting (XSS) or the installation
of malicious add-ons from third-party pages.",08/06/2013,CWE-264,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=859072,CVE-2013-1712,High,"August  6, 2013","Security researcher <strong>Ash</strong> reported an issue with the Mozilla
Updater on Windows 7 and later versions of Windows. On vulnerable platforms, the
Mozilla Updater can be made to load a specific malicious DLL file from the local
system. This DLL file can run in a privileged context through the Mozilla
Maintenance Service's privileges, allowing for local privilege escalation. The
DLL file can also run in an unprivileged context if the Mozilla Updater is run
directly by a user in the same directory as the file. Local file system access
is necessary in order for this issue to be exploitable.
",08/06/2013,CWE-ID,6.9 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=843829,CVE-2013-1711,Moderate,"August  6, 2013","Mozilla Developer <strong>Bobby Holley</strong> and Mozilla security
researcher <strong>moz_bug_r_a4</strong> discovered a mechanism where XBL scopes
can be be used to circumvent XrayWrappers from within the Chrome on unprivileged
objects. This allows web content to potentially confuse privileged code and
weaken invariants and can lead to cross-site scripting (XSS) attacks. 
",08/06/2013,CWE-79,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=871368,CVE-2013-1710,Critical,"August  6, 2013","Mozilla security researcher <strong>moz_bug_r_a4</strong> reported a
mechanism to execute arbitrary code or a cross-site scripting (XSS) attack when
Certificate Request Message Format (CRMF) request is generated in certain
circumstances. 
",08/06/2013,CWE-20,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=848253,CVE-2013-1709,High,"August  6, 2013","Mozilla security researcher <strong>moz_bug_r_a4</strong> reported that
through an interaction of frames and browser history it was possible to make the
browser believe attacker-supplied content came from the location of a previous
page in browser history. This allows for cross-site scripting (XSS) attacks by
loading scripts from a misrepresented malicious site through relative locations
and the potential access of stored credentials of a spoofed site.",08/06/2013,CWE-79,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=879924,CVE-2013-1708,Low,"August  6, 2013","Security researcher <strong>Aki Helin</strong> from OUSPG used the Address
Sanitizer tool to discover a crash during the decoding of WAV format audio files
in some instances. This crash is not exploitable but could be used for a denial
of service (DOS) attack by malicious parties.",08/06/2013,CWE-noinfo,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=888361,CVE-2013-1706,High,"August  6, 2013","Security researcher <strong>Seb Patane</strong> reported stack buffer
overflows in both the Maintenance Service and the Mozilla Updater when
unexpectedly long paths were encountered. A local attacker could pass these as
command-line arguments to the Maintenance Service to crash either program and
potentially lead to arbitrary code being run with the Administrator privileges
used by the Maintenance Service and inherited by the Updater.",08/06/2013,CWE-119,7.2 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=888314,CVE-2013-1707,High,"August  6, 2013","Security researcher <strong>Seb Patane</strong> reported stack buffer
overflows in both the Maintenance Service and the Mozilla Updater when
unexpectedly long paths were encountered. A local attacker could pass these as
command-line arguments to the Maintenance Service to crash either program and
potentially lead to arbitrary code being run with the Administrator privileges
used by the Maintenance Service and inherited by the Updater.",08/06/2013,CWE-119,7.2 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=882865,CVE-2013-1705,Critical,"August  6, 2013","Security researcher <strong>Nils</strong> used the Address Sanitizer to
discover a use-after-free problem when generating a Certificate Request Message
Format (CRMF) request with certain parameters. This causes a potentially
exploitable crash.",08/06/2013,CWE-119,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=883313,CVE-2013-1704,Critical,"August  6, 2013","Security researcher <strong>Nils</strong> used the Address Sanitizer to
discover a use-after-free problem when the Document Object Model is modified
during a SetBody mutation event. This causes a potentially exploitable
crash.",08/06/2013,CWE-399,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=888107,880734",CVE-2013-1701,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=888107,CVE-2013-1701,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=880734,CVE-2013-1701,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=855331,844088,858060,870200,874974,861530,854157,893684,878703,862185,879139",CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=855331,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=844088,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=858060,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=870200,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=874974,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=861530,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=854157,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=893684,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=878703,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=862185,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox23,https://bugzilla.mozilla.org/show_bug.cgi?id=879139,CVE-2013-1702,Critical,"August  6, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",08/06/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=867056,CVE-2013-1700,High,"June 25, 2013","Security researcher <strong>Seb Patane</strong> reported an issue with the Mozilla Maintenance Service on Windows. He discovered that when the Mozilla Updater executable was inaccessible, the Maintenance Service will behave incorrectly and can be made to use an updater at an arbitrary location. This updater will run with the system privileges used by the Maintenance Service, allowing for local privilege escalation. Local file system access is necessary in order for this issue to be exploitable and it cannot be triggered through web content.",06/25/2013,CWE-264,7.2 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=840882,CVE-2013-1699,Moderate,"June 25, 2013","Security researcher <strong>3ric Johanson</strong> reported in discussions
with <strong>Richard Newman</strong> and <strong>Holt Sorenson</strong> that
Verisign's prevention measures for homograph attacks using Internationalized
Domain Names (IDN) were insufficiently rigorous, and this led to a limited
possibility for domain spoofing in Firefox.",06/25/2013,CWE-310,5.0 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=876044,CVE-2013-1698,Moderate,"June 25, 2013","Mozilla engineer <strong>Matt Wobensmith</strong> discovered that when the
<code>getUserMedia</code> permission dialog for an <code>iframe</code> appears
in one domain, it  will display its origin as that of the top-level document and
not the calling framed page. This could lead to users incorrectly giving camera
or microphone permissions when confusing the requesting page's location for a
hosting one's.",06/25/2013,CWE-264,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=858101,CVE-2013-1697,High,"June 25, 2013","Mozilla security researcher <strong>moz_bug_r_a4</strong> reported that
XrayWrappers can be bypassed to call content-defined <code>toString</code> and <code>valueOf</code> methods through <code>DefaultValue</code>. This can lead to unexpected behavior when privileged code acts on the incorrect values.",06/25/2013,CWE-264,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=761667,CVE-2013-1696,Moderate,"June 25, 2013","Bugzilla developer <strong>Frédéric Buclin</strong> reported
that the <code>X-Frame-Options</code> header is ignored when server push is used
in multi-part responses. This can lead to potential clickjacking on sites that
use <code>X-Frame-Options</code> as a protection.",06/25/2013,CWE-264,4.0 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=849791,CVE-2013-1695,Low,"June 25, 2013","Mozilla community member <strong>Bob Owen</strong> reported that
<code>&lt;iframe sandbox&gt;</code> restrictions are not applied to a
<code>frame</code> element contained within a sandboxed iframe. As a result,
content hosted within a sandboxed iframe could use a <code>frame</code> element
to bypass the restrictions that should be applied.",06/25/2013,CWE-264,5.0 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=848535,CVE-2013-1694,High,"June 25, 2013","Mozilla developer <strong>Boris Zbarsky</strong> found that when
<code>PreserveWrapper</code> was used in cases where a wrapper is not set, the
<code>preserved-wrapper</code> flag on the wrapper cache is cleared. This could
potentially lead to an exploitable crash.",06/25/2013,CWE-20,7.5 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=711043,CVE-2013-1693,High,"June 25, 2013","Security researcher <strong>Paul Stone</strong> of <a href=""http://www.contextis.co.uk/"">Context Information Security</a> discovered
that timing differences in the processing of SVG format images with filters
could allow for pixel values to be read. This could potentially allow for text
values to be read across domains, leading to information disclosure.",06/25/2013,CWE-264,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=866915,CVE-2013-1692,High,"June 25, 2013","Security researcher <strong>Johnathan Kuskos</strong> reported that Firefox
is sending data in the body of  XMLHttpRequest (XHR) HEAD requests, which goes
agains the XHR specification. This can potentially be used for Cross-Site
Request Forgery (CSRF) attacks against sites which do not distinguish
between HEAD and POST requests.",06/25/2013,CWE-264,4.3 MEDIUM,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=857883,CVE-2013-1690,Critical,"June 25, 2013","Security researcher <strong>Nils</strong> reported that specially crafted web
content using the <code>onreadystatechange</code> event and reloading of pages
could sometimes cause a crash when unmapped memory is executed. This crash is
potentially exploitable.",06/25/2013,CWE-119,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=873966,CVE-2013-1688,High,"June 25, 2013","Security researcher <strong>Mariusz Mlynski</strong> reported that when a
user examines the profiler output on a malicious website containing specially
crafted code, it is possible for arbitrary code execution to occur. This occurs
because the profiler user interface runs in a special <code>iframe</code> that
parses data from the profiler to render the UI, leaving it susceptible to
manipulation.",06/25/2013,CWE-94,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=863933,CVE-2013-1687,Critical,"June 25, 2013","Security researcher <strong>Mariusz Mlynski</strong> reported that it is
possible to compile a user-defined function in the XBL scope of a specific
element and then trigger an event within this scope to run code. In some
circumstances, when this code is run, it can access content protected by System
Only Wrappers (SOW) and chrome-privileged pages. This could potentially lead to
arbitrary code execution. Additionally, Chrome Object Wrappers (COW) can be
bypassed by web content to access privileged methods, leading to a cross-site
scripting (XSS) attack from privileged pages.",06/25/2013,CWE-264,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=866823,"
",Critical,"June 25, 2013","Security researcher <strong>Mariusz Mlynski</strong> reported that it is
possible to compile a user-defined function in the XBL scope of a specific
element and then trigger an event within this scope to run code. In some
circumstances, when this code is run, it can access content protected by System
Only Wrappers (SOW) and chrome-privileged pages. This could potentially lead to
arbitrary code execution. Additionally, Chrome Object Wrappers (COW) can be
bypassed by web content to access privileged methods, leading to a cross-site
scripting (XSS) attack from privileged pages.",-,-,-,-
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=865537,CVE-2013-1684,Critical,"June 25, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google
Chrome Security Team used the Address Sanitizer tool to discover a series of
use-after-free problems rated critical as security issues in shipped software.
Some of these issues are potentially exploitable, allowing for remote code
execution. We would also like to thank Abhishek for reporting additional
use-after-free and buffer overflow flaws in code introduced during Firefox
development. These were fixed before general release.",06/25/2013,CWE-399,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=871099,CVE-2013-1685,Critical,"June 25, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google
Chrome Security Team used the Address Sanitizer tool to discover a series of
use-after-free problems rated critical as security issues in shipped software.
Some of these issues are potentially exploitable, allowing for remote code
execution. We would also like to thank Abhishek for reporting additional
use-after-free and buffer overflow flaws in code introduced during Firefox
development. These were fixed before general release.",06/25/2013,CWE-399,9.3 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=876155,CVE-2013-1686,Critical,"June 25, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google
Chrome Security Team used the Address Sanitizer tool to discover a series of
use-after-free problems rated critical as security issues in shipped software.
Some of these issues are potentially exploitable, allowing for remote code
execution. We would also like to thank Abhishek for reporting additional
use-after-free and buffer overflow flaws in code introduced during Firefox
development. These were fixed before general release.",06/25/2013,CWE-399,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=867482,862309,840098,830389",CVE-2013-1682,Critical,"June 25, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",06/25/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=867482,CVE-2013-1682,Critical,"June 25, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",06/25/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=862309,CVE-2013-1682,Critical,"June 25, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",06/25/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=840098,CVE-2013-1682,Critical,"June 25, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",06/25/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,https://bugzilla.mozilla.org/show_bug.cgi?id=830389,CVE-2013-1682,Critical,"June 25, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",06/25/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
firefox22,"https://bugzilla.mozilla.org/buglist.cgi?bug_id=865883,876458,877287,834732,822941,851418,846615,862182,865569,863454",CVE-2013-1683,Critical,"June 25, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",06/25/2013,CWE-noinfo,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,<=21.0"
