Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions,Bug Status,Bug Report Severity,Bug Open Date,Bug Close Date,Affected Files
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=803853,CVE-2013-0766,Critical,"January  8, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free, out of bounds read, and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release. 
",01/13/2013,CWE-416,9.3 HIGH,<18.0,RESOLVED FIXED,normal,1350750144,1354842700,"editor/libeditor/text/nsPlaintextEditor.cpp,editor/libeditor/html/nsHTMLEditor.cpp,editor/libeditor/html/nsHTMLEditRules.cpp"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=812161,CVE-2013-0767,Critical,"January  8, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free, out of bounds read, and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release. 
",01/13/2013,CWE-125,10.0 HIGH,<18.0,VERIFIED FIXED,normal,1352989595,1353121966,"layout/svg/base/src/nsSVGTextPathFrame.cpp,layout/svg/nsSVGTextPathFrame.cpp"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=787831,CVE-2013-0761,Critical,"January  8, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free, out of bounds read, and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release. 
",01/13/2013,CWE-416,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1346617893,1351902655,-
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=791905,CVE-2013-0763,Critical,"January  8, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free, out of bounds read, and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release. 
",01/13/2013,CWE-416,9.3 HIGH,<18.0,RESOLVED FIXED,normal,1347935380,1355183610,content/canvas/src/WebGLContext.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=785555,CVE-2013-0771,Critical,"January  8, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free, out of bounds read, and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release. 
",01/13/2013,CWE-787,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1345852192,1346753487,layout/generic/nsTextFrameThebes.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=792305,CVE-2012-5829,Critical,"January  8, 2013","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free, out of bounds read, and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting three additional user-after-free and out of bounds read flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-787,9.3 HIGH,<17.0,RESOLVED FIXED,critical,1348028458,1348534839,widget/gtk2/nsWindow.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=811382,CVE-2013-0769,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,VERIFIED FIXED,major,1352833392,1353088470,"gfx/ots/src/cmap.cc,gfx/ots/src/layout.cc,gfx/ots/src/cff.cc,gfx/ots/src/ots.cc"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=768243,CVE-2013-0769,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1340663393,1353638830,accessible/src/generic/DocAccessible.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=801195,CVE-2013-0769,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,VERIFIED FIXED,critical,1350086059,1354274290,js/src/jsiter.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=806483,CVE-2013-0769,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1351536009,1352212466,layout/base/nsPresShell.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=809064,CVE-2013-0769,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,normal,1352220035,1353980674,mailnews/base/src/nsMsgDBView.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=814407,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1353594665,1355307556,content/canvas/src/WebGLContextGL.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=805814,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,normal,1351263916,1355307519,"gfx/angle/src/compiler/Compiler.cpp,content/canvas/src/WebGLContextGL.cpp,gfx/angle/src/compiler/VariablePacker.cpp,gfx/angle/tests/compiler_tests/VariablePacker_test.cpp,gfx/angle/src/compiler/VariableInfo.cpp"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=816994,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,VERIFIED FIXED,critical,1354291030,1355959424,"content/media/ogg/OggReader.cpp,content/media/ogg/nsOggReader.cpp"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=814839,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1353757257,1355959438,gfx/gl/GLContext.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=812847,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1353212747,1353467982,-
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=785358,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,VERIFIED FIXED,critical,1345808200,1346327804,js/src/methodjit/Compiler.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=808481,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,VERIFIED FIXED,critical,1352100291,1355078676,js/src/methodjit/Compiler.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=794426,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,normal,1348660634,1355791244,content/media/MediaDecoderStateMachine.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=805745,CVE-2013-0749,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,VERIFIED FIXED,critical,1351236745,1355423700,"view/src/nsViewManager.cpp,view/src/nsView.cpp,widget/gtk2/nsWindow.cpp,widget/windows/winrt/MetroWidget.cpp,widget/windows/nsWindowGfx.cpp,widget/xpwidgets/PuppetWidget.cpp"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=768750,CVE-2013-0770,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1340763551,1351131775,content/xbl/src/nsXBLBinding.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=756581,CVE-2013-0770,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1337372018,1354634781,js/src/jsopcode.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=795284,CVE-2013-0770,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,normal,1348834642,1349269728,widget/android/AndroidBridge.cpp
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=787818,CVE-2013-0770,Critical,"January  8, 2013","Mozilla developers identified and fixed several memory safety bugs in the
browser engine used in Firefox and other Mozilla-based products. Some of these
bugs showed evidence of memory corruption under certain circumstances, and we
presume that with enough effort at least some of these could be exploited to run
arbitrary code.",01/13/2013,CWE-noinfo,9.3 HIGH,<18.0,RESOLVED FIXED,critical,1346607823,1353158514,"layout/xul/base/src/nsXULPopupManager.cpp,widget/windows/nsWindow.cpp"
firefox18,https://bugzilla.mozilla.org/show_bug.cgi?id=792106,CVE-2012-4206,High,"November 20, 2012","Security researcher <strong>Robert Kugler</strong> reported that when a specifically named DLL file on a Windows computer is placed in the default downloads directory with the Firefox installer, the Firefox installer will load this DLL when it is launched. In circumstances where the installer is run by an administrator privileged account, this allows for the downloaded DLL file to be run with administrator privileges. This can lead to arbitrary code execution from a privileged account. 
",11/21/2012,CWE-ID,6.9 MEDIUM,<=16.0.2,VERIFIED FIXED,normal,1347989602,1352997933,other-licenses/7zstub/src/7zip/Bundles/SFXSetup-moz/Main.cpp
firefox17.0.9,https://bugzilla.mozilla.org/show_bug.cgi?id=882865,CVE-2013-1705,Critical,"August  6, 2013","Security researcher <strong>Nils</strong> used the Address Sanitizer to
discover a use-after-free problem when generating a Certificate Request Message
Format (CRMF) request with certain parameters. This causes a potentially
exploitable crash.",08/06/2013,CWE-119,10.0 HIGH,"19.0,19.0.1,19.0.2,20.0,20.0.1,21.0,<=22.0",RESOLVED FIXED,normal,1371152364,1374508397,security/manager/ssl/src/nsCrypto.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=775228,CVE-2012-5830,Critical,"November 20, 2012","Security researcher <strong>miaubiz</strong> used the Address Sanitizer tool
to discover a series critically rated of use-after-free, buffer overflow, and memory corruption issues in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank miaubiz for reporting two additional use-after-free and memory corruption issues introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,6.8 MEDIUM,<17.0,RESOLVED FIXED,normal,1342639704,1351168923,gfx/thebes/gfxQuartzSurface.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=785734,CVE-2012-5833,Critical,"November 20, 2012","Security researcher <strong>miaubiz</strong> used the Address Sanitizer tool
to discover a series critically rated of use-after-free, buffer overflow, and memory corruption issues in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank miaubiz for reporting two additional use-after-free and memory corruption issues introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-119,9.3 HIGH,<17.0,VERIFIED FIXED,normal,1346005438,1349833277,"content/canvas/src/WebGLContextGL.cpp,content/canvas/src/WebGLContextValidate.cpp"
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=790879,CVE-2012-5835,Critical,"November 20, 2012","Security researcher <strong>miaubiz</strong> used the Address Sanitizer tool
to discover a series critically rated of use-after-free, buffer overflow, and memory corruption issues in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank miaubiz for reporting two additional use-after-free and memory corruption issues introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-190,10.0 HIGH,<17.0,RESOLVED FIXED,normal,1347523096,1348874911,content/canvas/src/WebGLContextGL.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=802778,CVE-2012-5838,Critical,"November 20, 2012","Security researcher <strong>miaubiz</strong> used the Address Sanitizer tool
to discover a series critically rated of use-after-free, buffer overflow, and memory corruption issues in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank miaubiz for reporting two additional use-after-free and memory corruption issues introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-119,9.3 HIGH,<17.0,RESOLVED FIXED,normal,1350503573,1352512224,content/canvas/src/WebGLContextGL.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=795804,CVE-2012-4214,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,9.3 HIGH,<17.0,RESOLVED FIXED,normal,1349068931,1349964780,"content/html/content/src/nsTextEditorState.cpp,mfbt/tests/TestWeakPtr.cpp"
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=798677,CVE-2012-4215,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,9.3 HIGH,<17.0,RESOLVED FIXED,critical,1349486804,1350823125,editor/libeditor/base/nsEditorEventListener.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=798853,CVE-2012-4216,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,9.3 HIGH,<17.0,RESOLVED FIXED,critical,1349585279,1350958215,"layout/style/nsStyleAnimation.cpp,layout/style/nsCSSValue.cpp,gfx/thebes/gfxFont.cpp"
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=804927,CVE-2012-5839,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-787,9.3 HIGH,<17.0,RESOLVED FIXED,normal,1351058155,1352028027,"content/html/content/src/nsTextEditorState.cpp,accessible/src/html/nsHyperTextAccessible.cpp,accessible/src/generic/HyperTextAccessible.cpp"
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=805287,CVE-2012-5840,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,9.3 HIGH,<17.0,RESOLVED FIXED,critical,1351125247,1352255328,content/html/content/src/nsTextEditorState.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=786142,CVE-2012-4212,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,10.0 HIGH,<17.0,RESOLVED FIXED,critical,1346121153,1349857035,js/xpconnect/src/nsXPConnect.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=795708,CVE-2012-4213,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,9.3 HIGH,<17.0,RESOLVED FIXED,critical,1349015481,1350958296,editor/libeditor/base/nsEditor.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=802902,CVE-2012-4217,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,9.3 HIGH,<17.0,RESOLVED FIXED,critical,1350521582,1350958182,"layout/base/nsRefreshDriver.cpp,view/src/nsView.cpp"
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=767765,CVE-2012-4218,Critical,"November 20, 2012","Security researcher <strong>Abhishek Arya</strong> (Inferno) of the Google Chrome Security Team discovered a series critically rated of use-after-free and buffer overflow issues using the Address Sanitizer tool in shipped software. These issues are potentially exploitable, allowing for remote code execution. We would also like to thank Abhishek for reporting five additional use-after-free, out of bounds read, and buffer overflow flaws introduced during Firefox development that were fixed before general release. 
",11/21/2012,CWE-416,10.0 HIGH,<17.0,RESOLVED FIXED,critical,1340516129,1352222404,-
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=796866,CVE-2012-4210,Critical,"November 20, 2012","Security researcher <strong>Mariusz Mlynski</strong> reported that when a maliciously crafted stylesheet is inspected in the Style Inspector, HTML and CSS can run in a chrome privileged context without being properly sanitized first. This can lead to arbitrary code execution.
",11/21/2012,CWE-264,9.3 HIGH,<=16.0.2,RESOLVED FIXED,critical,1349172642,1351792065,-
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=792405,CVE-2012-4209,High,"November 20, 2012","Security researcher <strong>Mariusz Mlynski</strong> reported that the <code>location</code> property can be accessed by binary plugins through <code>top.location</code> with a frame whose name attribute's value is set to ""top"". This can allow for possible cross-site scripting (XSS) attacks through plugins. 
",11/21/2012,CWE-79,4.3 MEDIUM,<17.0,VERIFIED FIXED,normal,1348063635,1350773931,dom/base/nsDOMClassInfo.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=800363,CVE-2012-5837,High,"November 20, 2012","Security researcher <strong>Masato Kinugawa</strong> reported that when script is entered into the Developer Toolbar, it runs in a chrome privileged context. This allows for arbitrary code execution or cross-site scripting (XSS) if a user can be convinced to paste malicious code into the Developer Toolbar.
",11/21/2012,CWE-79,6.8 MEDIUM,<=16.0.2,VERIFIED FIXED,normal,1349965620,1352221380,-
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=801681,CVE-2012-4207,High,"November 20, 2012","Security researcher <strong>Masato Kinugawa</strong> found when HZ-GB-2312 charset encoding is used for text, the ""~"" character will destroy another character near the chunk delimiter. This can lead to a cross-site scripting (XSS) attack in pages encoded in HZ-GB-2312. 
",11/21/2012,CWE-79,4.3 MEDIUM,<17.0,RESOLVED FIXED,normal,1350315526,1350611258,intl/uconv/ucvcn/nsHZToUnicode.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=805807,CVE-2012-5841,High,"November 20, 2012","Mozilla developer <strong>Bobby Holley</strong> reported that security wrappers filter at the time of property access, but once a function is returned, the caller can use this function without further security checks. This affects cross-origin wrappers, allowing for write actions on objects when only read actions should be properly allowed. This can lead to cross-site scripting (XSS) attacks.
",11/21/2012,CWE-79,4.3 MEDIUM,<17.0,RESOLVED FIXED,normal,1351262684,1353289634,"js/xpconnect/wrappers/AccessCheck.cpp,js/xpconnect/wrappers/FilteringWrapper.cpp"
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=798264,CVE-2012-4208,High,"November 20, 2012","Mozilla developer <strong>Peter Van der Beken</strong> discovered that same-origin XrayWrappers expose chrome-only properties even when not in a chrome compartment. This can allow web content to get properties of DOM objects that are intended to be chrome-only.
",11/21/2012,CWE-200,4.3 MEDIUM,<17.0,RESOLVED FIXED,normal,1349429304,1351902711,dom/bindings/BindingUtils.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=792106,CVE-2012-4206,High,"November 20, 2012","Security researcher <strong>Robert Kugler</strong> reported that when a specifically named DLL file on a Windows computer is placed in the default downloads directory with the Firefox installer, the Firefox installer will load this DLL when it is launched. In circumstances where the installer is run by an administrator privileged account, this allows for the downloaded DLL file to be run with administrator privileges. This can lead to arbitrary code execution from a privileged account. 
",11/21/2012,CWE-ID,6.9 MEDIUM,<=16.0.2,VERIFIED FIXED,normal,1347989602,1352997933,other-licenses/7zstub/src/7zip/Bundles/SFXSetup-moz/Main.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=779821,CVE-2012-4205,High,"November 20, 2012","Mozilla developer <strong>Gabor Krizsanits</strong> discovered that XMLHttpRequest objects created within sandboxes have the system principal instead of the sandbox principal. This can lead to cross-site request forgery (CSRF) or information theft via an add-on running untrusted code in a sandbox.
",11/21/2012,CWE-352,6.8 MEDIUM,<17.0,RESOLVED FIXED,normal,1343911863,1346361932,js/xpconnect/src/XPCComponents.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=778603,CVE-2012-4204,High,"November 20, 2012","Security researcher <strong>Scott Bell</strong> of Security-Assessment.com used the Address Sanitizer tool to discover a memory corruption in <code>str_unescape</code> in the Javascript engine. This could potentially lead to arbitrary code execution.
",11/21/2012,CWE-119,9.3 HIGH,<17.0,RESOLVED FIXED,normal,1343612035,1343874164,js/src/jsstr.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=765628,CVE-2012-4203,Moderate,"November 20, 2012","Security researcher <strong>kakzz.ng@gmail.com</strong> reported that if a <code>javascript:</code> URL is selected from the list of Firefox ""new tab"" page, the script will inherit the privileges of the privileged ""new tab"" page. This allows for the execution of locally installed programs if a user can be convinced to save a bookmark of a malicious <code>javascript:</code> URL. 
",11/21/2012,CWE-264,6.8 MEDIUM,<=16.0.2,RESOLVED FIXED,normal,1339976157,1342607845,-
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=792857,CVE-2012-5836,Critical,"November 20, 2012","Security researcher <strong>Jonathan Stephens</strong> discovered that combining SVG text on a path with the setting of CSS properties could lead to a potentially exploitable crash.
",11/21/2012,CWE-94,7.5 HIGH,<17.0,VERIFIED FIXED,critical,1348154963,1352488998,-
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=747607,CVE-2012-4201,High,"November 20, 2012","Mozilla security researcher <strong>moz_bug_r_a4</strong> reported that if code executed by the <code>evalInSandbox</code> function sets location.href, it can get the wrong subject principal for the URL check, ignoring the sandbox's Javascript context and gaining the context of <code>evalInSandbox</code> object. This can lead to malicious web content being able to perform a cross-site scripting (XSS) attack or stealing a copy of a local file if the user has installed an add-on vulnerable to this attack.
",11/21/2012,CWE-79,4.3 MEDIUM,<17.0,RESOLVED FIXED,normal,1334986294,1350701065,dom/base/nsLocation.cpp
firefox17,https://bugzilla.mozilla.org/show_bug.cgi?id=758200,CVE-2012-4202,Critical,"November 20, 2012","Security researcher <strong>Atte Kettunen</strong> from OUSPG used the Address Sanitizer tool to discover a buffer overflow while rendering GIF format images. This issue is potentially exploitable and could lead to arbitrary code execution.
",11/21/2012,CWE-787,9.3 HIGH,<17.0,VERIFIED FIXED,critical,1337867818,1348318101,image/decoders/nsGIFDecoder2.cpp
